modelId,createdAt,last_modified,predicted_tag
MCG-NJU/videomae-base-ssv2,2022-08-02 17:00:34,2025-02-16 03:09:03,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
BlinkDL/rwkv-4-pile-430m,2022-08-17 17:42:56,2023-03-13 12:19:44,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
mechanicalsea/speecht5-tts,2022-08-18 09:05:43,2023-02-08 14:09:49,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
VanHoan/marian-finetuned-kde4-en-to-vi,2022-08-22 12:45:16,2022-08-22 13:16:19,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
anas-awadalla/bart-base-few-shot-k-1024-finetuned-squad-seed-4,2022-09-30 13:00:52,2022-09-30 13:08:07,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
CoreyMorris/ppo-LunarLander-v2,2022-09-05 18:41:39,2023-01-24 06:15:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Apprenticeship learning']"
sd-concepts-library/lucky-luke,2022-09-09 11:04:03,2022-09-09 11:04:17,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
huynguyen208/bert-finetuned-ner,2022-09-18 13:09:28,2022-09-18 13:36:26,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
vivpavlov/q-Taxi-v3,2022-09-23 13:18:32,2022-09-23 13:18:38,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Heuristic function construction']"
lxj616/stable-diffusion-cn-poster,2022-09-15 05:31:45,2022-09-15 06:41:48,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', 'Hyperspectral imaging']"
LucasFerro/biobertpt-clin-tempclinbr,2022-09-04 21:03:08,2022-09-04 21:06:02,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
AnReu/math_albert,2022-09-02 15:49:40,2023-07-26 15:02:46,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning']"
IIIT-L/indic-bert-finetuned-TRAC-DS,2022-09-27 17:06:18,2022-09-27 19:02:06,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
DominikB/autotrain-person-classifier-1401653210,2022-09-09 14:15:55,2022-09-09 15:34:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
sd-concepts-library/trust-support,2022-09-29 18:38:40,2022-09-29 18:38:52,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
shaheen1998/segformer-b0-finetuned-segments-sidewalk-2,2022-09-06 04:11:55,2022-09-09 04:50:13,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Image segmentation']"
speechbrain/asr-wav2vec2-switchboard,2022-09-17 11:44:13,2024-02-19 15:28:07,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
sd-concepts-library/captain-haddock,2022-09-14 17:17:12,2022-09-14 17:17:31,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
sd-concepts-library/centaur,2022-09-13 01:41:35,2022-09-13 01:41:40,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
pfr/utilitarian-deberta-01,2022-09-23 03:33:34,2022-10-17 18:36:46,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
sd-concepts-library/raichu,2022-09-21 10:17:41,2022-09-21 10:17:46,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning latent representations', 'Deep belief networks']"
teticio/audio-diffusion-instrumental-hiphop-256,2022-09-17 14:51:49,2024-01-25 10:06:12,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
sd-concepts-library/fireworks-over-water,2022-09-13 22:13:25,2022-09-13 22:13:34,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
mfreihaut/distilbert-base-uncased-finetuned-cola,2022-09-08 18:13:31,2022-09-13 23:58:02,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
sd-concepts-library/pantone-milk,2022-09-12 02:21:55,2022-09-12 03:13:29,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
sd-concepts-library/leica,2022-09-11 11:11:40,2022-09-11 11:11:44,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
Berk/ddpm-butterflies-128,2022-09-07 11:30:51,2022-09-07 14:15:28,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Shape representations']"
edub0420/autotrain-graphwerk-1472254089,2022-09-15 17:59:52,2022-09-15 18:00:49,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Appearance and texture representations']"
sd-concepts-library/joe-mad,2022-09-19 20:51:52,2022-09-19 20:51:56,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
reza-aditya/bert-finetuned-squad,2022-10-21 09:57:54,2022-10-21 12:22:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
Alt41r/a2c-AntBulletEnv-v0,2022-10-11 04:02:18,2022-10-11 04:03:37,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
kjhanjee/autotrain-code_classification-1815762639,2022-10-19 10:56:20,2022-10-19 11:01:40,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
huggingtweets/angelicismbj,2022-10-10 13:50:45,2022-11-05 18:02:42,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum likelihood modeling']"
huggingtweets/ouvessvit,2022-10-22 09:33:50,2022-10-22 09:34:51,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
mprzibilla/med_v1_M07,2022-10-20 23:22:32,2022-12-03 06:47:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
EIStakovskii/xlm_roberta_base_multilingual_toxicity_classifier_plus,2022-10-25 06:40:35,2023-05-02 10:28:52,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
Ezre/bert-base-finetuned-sts,2022-10-16 10:25:28,2022-10-31 14:17:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
allenai/System3_DREAM_FLUTE_social_norm_FigLang2022,2022-10-18 23:08:37,2023-11-22 19:31:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
teacookies/autotrain-24102022-cert6-1859663573,2022-10-24 09:11:22,2022-10-24 09:23:05,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Norod78/swin-muppet-faces,2022-10-19 14:46:50,2023-07-19 11:49:56,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
edbeeching/atari_2B_atari_breakout_2222,2022-10-21 01:13:10,2024-04-16 12:32:35,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Adipta/setfit-model-test-sensitve-v1,2022-10-21 03:40:37,2022-10-21 03:40:49,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
sd-concepts-library/scratch-project,2022-10-05 15:09:55,2022-10-05 15:10:06,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
anas-awadalla/t5-base-few-shot-k-16-finetuned-squad-infilling-seed-0,2022-10-08 18:27:23,2022-10-08 18:35:32,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
PraveenKishore/a2c-AntBulletEnv-v0,2022-10-30 21:43:20,2022-10-30 21:44:28,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
theojolliffe/bart-model2-0810,2022-10-08 15:20:00,2022-10-09 10:28:37,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
google/flan-t5-base,2022-10-21 10:02:31,2023-07-17 12:48:39,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
huggingtweets/kathyalexx,2022-10-25 14:44:06,2022-10-25 14:45:03,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
huggingtweets/unormal,2022-10-26 23:12:05,2022-10-26 23:12:43,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
stuartmesham/roberta-large_lemon-spell_5k_5_p3,2022-10-24 17:58:44,2022-10-24 17:59:36,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
bthomas/article2keyword2.1b_barthez-orangesum-title_finetuned16_for_mlm,2022-10-20 09:46:19,2022-10-20 12:04:52,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
edbeeching/doom_deadly_corridor_2222,2022-10-24 13:05:20,2022-10-24 13:05:41,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Apprenticeship learning']"
IDEA-CCNL/Erlangshen-UniMC-RoBERTa-110M-Chinese,2022-10-09 06:56:39,2023-05-26 06:31:19,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
consciousAI/question-answering-roberta-base-s,2022-10-18 19:36:48,2022-11-21 22:11:48,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
edbeeching/atari_upndown_3333,2022-11-07 20:23:31,2022-11-07 20:25:01,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
flamesbob/BrokenM_style,2022-11-03 16:45:01,2022-11-05 20:35:41,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
sanchit-gandhi/whisper-medium-es-2.5k-1e-5-bs-32,2022-11-10 10:22:17,2022-11-12 11:41:30,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
tomekkorbak/awesome_ride,2022-11-28 16:12:19,2022-11-28 16:12:40,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
AlekseyKorshuk/dalio-all-io-1.3b-2-epoch,2022-11-10 20:29:53,2022-11-10 20:45:37,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
doohickey/neopian-diffusion,2022-11-18 23:32:11,2023-05-05 16:01:33,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
BAAI/EVA,2022-11-21 02:07:45,2022-12-07 10:33:59,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
reza-aditya/q-FrozenLake-v1-4x4-noSlippery,2022-11-11 07:18:21,2022-11-11 07:52:03,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
CurtisCGI/CH-v4,2022-11-28 19:47:59,2022-11-28 20:39:55,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
research-backup/relbert-roberta-base-semeval2012-v6-mask-prompt-d-triplet-1-child,2022-11-24 20:08:36,2022-11-24 20:09:44,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
research-backup/relbert-roberta-base-semeval2012-v6-mask-prompt-d-triplet-0-child,2022-11-24 20:06:44,2022-11-24 20:07:51,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
vumichien/trillsson3-ft-keyword-spotting-15,2022-11-28 08:17:45,2022-11-28 09:46:32,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
jinhybr/OCR-Donut-CORD,2022-11-04 13:22:17,2022-11-05 00:07:44,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object detection']"
lct-rug-2022/edos-2023-baseline-roberta-base-label_category,2022-11-28 20:24:29,2022-11-29 20:46:52,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
Omerdor/dry_samples_train,2022-11-10 14:50:19,2022-11-10 18:21:32,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
wakio/dummy-model,2022-11-10 11:54:52,2022-11-10 12:22:03,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
huggingtweets/chaddraven-nickichlol-saware7,2022-11-02 18:44:25,2022-11-02 18:51:08,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
facebook/galactica-1.3b,2022-11-16 13:37:55,2023-01-24 17:20:39,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Bayesian network models']"
research-backup/relbert-roberta-base-semeval2012-v6-average-prompt-d-triplet-1-child-prototypical,2022-11-24 10:34:40,2022-11-24 10:35:49,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning latent representations', 'Deep belief networks']"
zhenyueyu/distilbert-base-uncased-finetuned-squad,2022-11-11 03:44:37,2022-11-11 04:12:56,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
xaeroq/MLAgents-Pyramids,2022-11-23 22:03:23,2022-11-23 22:03:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
